employee_id,firstname,lastname,age,gender,maritalstatus,department,jobrole,monthlyincome,educationlevel,hiredate,employmentstatus,managerid,businesstravel,overtime,presence_score,total_hours,late_count,overtime_count,eng_survey_id,eng_q_work_life_balance,eng_q_manager_support,eng_q_growth_opportunity,eng_q_recognition,eng_year,eng_month,perf_review_date,perf_review_cycle,perf_overall_rating,perf_goals_score,perf_manager_score,perf_potential_rating,perf_bonus_percentage,perf_promotion_recommendation,perf_year,perf_quarter
774,Emp774,LN774,40,Female,Divorced,R&D,Lab Technician,4505,Bachelor's,2016-12-08,Leave of Absence,89.0,Travel_Frequently,No,0.0,0.0,0.0,0.0,12369.0,3.0,3.0,2.3333333333333335,2.6666666666666665,2022.0,4.666666666666667,,,0.0,0.0,0.0,,0.0,,0.0,0.0
775,Emp775,LN775,22,Female,Married,R&D,Principal Researcher,18158,Bachelor's,2021-02-06,Active,57.0,Travel_Rarely,No,0.0,2173.59,26.0,125.0,12372.0,2.0,4.333333333333333,3.3333333333333335,4.333333333333333,2022.3333333333333,7.333333333333333,2023-06-15,Mid-Year,5.0,4.04,3.98,Medium,15.0,No,2023.0,2.0
776,Emp776,LN776,39,Male,Married,It,IT Support,13506,Master's,2007-05-04,Terminated,85.0,Non-Travel,Yes,0.0,2100.81,35.0,121.0,12375.5,1.75,4.25,3.0,2.0,2021.0,5.75,2023-06-15,Mid-Year,4.0,3.28,3.48,Medium,10.0,No,2023.0,2.0
777,Emp777,LN777,34,Nonbinary,Married,Sales,Sales Representative,18603,PhD,2016-12-17,Terminated,87.0,Travel_Frequently,No,0.0,0.0,0.0,0.0,12378.0,2.0,3.0,5.0,1.0,2023.0,4.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0
778,Emp778,LN778,28,Nonbinary,Divorced,Sales,Sales Executive,6400,Associate's,2008-02-22,Leave of Absence,65.0,Travel_Rarely,Yes,0.0,0.0,0.0,0.0,12379.5,3.0,3.0,3.5,4.0,2022.5,7.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0
779,Emp779,LN779,39,Male,Married,Engineering,DevOps Engineer,19200,Master's,2010-09-10,Leave of Absence,5.0,Travel_Rarely,Yes,0.0,0.0,0.0,0.0,12381.5,2.0,3.5,5.0,2.0,2023.0,7.5,,,0.0,0.0,0.0,,0.0,,0.0,0.0
780,Emp780,LN780,48,Nonbinary,Divorced,Human Resources,HR Manager,5455,Bachelor's,2009-05-25,Leave of Absence,98.0,Non-Travel,Yes,0.0,2088.4,23.0,121.0,12384.0,2.3333333333333335,2.3333333333333335,4.333333333333333,2.6666666666666665,2021.6666666666667,6.333333333333333,2023-06-15,Mid-Year,3.0,3.18,2.6,Low,6.0,No,2023.0,2.0
781,Emp781,LN781,38,Female,Single,Engineering,Software Engineer,13667,High School,2007-03-07,Leave of Absence,143.0,Travel_Rarely,Yes,0.0,2165.5,29.0,137.0,12388.0,2.2,3.2,3.8,3.0,2021.8,3.6,2023-06-15,Mid-Year,1.0,1.0,1.41,High,0.0,No,2023.0,2.0
782,Emp782,LN782,52,Female,Single,Finance,Finance Manager,18421,Master's,2015-02-22,Active,41.0,Travel_Rarely,Yes,0.0,0.0,0.0,0.0,12391.5,3.0,2.0,2.5,2.0,2021.5,8.5,,,0.0,0.0,0.0,,0.0,,0.0,0.0
783,Emp783,LN783,55,Male,Single,Human Resources,Recruiter,6089,Bachelor's,2009-01-12,Terminated,111.0,Non-Travel,No,0.0,2132.74,26.0,122.0,12394.5,1.25,2.25,3.5,3.75,2021.75,7.0,2023-06-15,Mid-Year,3.0,2.82,2.33,Medium,6.0,No,2023.0,2.0
784,Emp784,LN784,29,Male,Single,Human Resources,HR Specialist,19583,Master's,2009-01-28,Terminated,100.0,Travel_Frequently,Yes,0.0,2076.53,22.0,123.0,12398.5,2.75,3.75,3.0,3.75,2022.25,2.75,2023-06-15,Mid-Year,3.0,2.4,2.11,Medium,6.0,No,2023.0,2.0
785,Emp785,LN785,31,Female,Single,Sales,Account Manager,12242,PhD,2020-06-26,Terminated,17.0,Travel_Frequently,No,0.0,2069.59,25.0,101.0,12401.0,1.0,4.0,2.0,5.0,2021.0,6.0,2023-06-15,Mid-Year,3.0,2.15,3.24,Medium,6.0,Yes,2023.0,2.0
786,Emp786,LN786,26,Male,Divorced,It,IT Support,14044,High School,2019-11-13,Leave of Absence,18.0,Travel_Rarely,No,0.0,2161.7,25.0,127.0,12403.5,3.5,1.75,2.5,3.0,2022.25,9.25,2023-06-15,Mid-Year,3.0,2.22,2.71,High,6.0,No,2023.0,2.0
787,Emp787,LN787,56,Nonbinary,Married,Marketing,Marketing Analyst,15464,Master's,2017-11-15,Terminated,98.0,Travel_Frequently,Yes,0.0,2062.85,24.0,107.0,12407.5,3.0,4.5,3.0,2.75,2021.0,8.0,2023-06-15,Mid-Year,5.0,3.72,5.0,Medium,15.0,No,2023.0,2.0
788,Emp788,LN788,21,Nonbinary,Single,Sales,Account Manager,16472,Associate's,2017-06-07,Leave of Absence,122.0,Travel_Frequently,Yes,0.0,0.0,0.0,0.0,12411.5,2.75,3.0,4.0,2.0,2022.25,10.25,,,0.0,0.0,0.0,,0.0,,0.0,0.0
789,Emp789,LN789,49,Male,Single,Human Resources,HR Specialist,10448,Associate's,2011-03-17,Terminated,140.0,Non-Travel,No,0.0,2113.86,25.0,138.0,12415.0,4.0,3.0,3.0,3.6666666666666665,2022.3333333333333,9.0,2023-06-15,Mid-Year,2.0,1.94,1.58,Medium,3.0,No,2023.0,2.0
790,Emp790,LN790,53,Female,Divorced,Engineering,DevOps Engineer,10719,Bachelor's,2005-01-02,Leave of Absence,56.0,Travel_Frequently,Yes,0.0,0.0,0.0,0.0,12417.0,5.0,5.0,4.0,4.0,2023.0,3.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0
791,Emp791,LN791,40,Female,Divorced,Sales,Sales Executive,13244,Bachelor's,2014-03-05,Terminated,129.0,Non-Travel,Yes,0.0,2125.79,29.0,126.0,12420.5,3.6666666666666665,2.5,3.1666666666666665,2.6666666666666665,2021.3333333333333,8.166666666666666,2023-06-15,Mid-Year,4.0,2.2,3.41,Medium,10.0,No,2023.0,2.0
792,Emp792,LN792,25,Nonbinary,Single,Human Resources,HR Manager,14690,Master's,2020-08-09,Terminated,76.0,Travel_Rarely,Yes,0.0,2101.7,21.0,121.0,12425.5,3.5,2.75,4.0,3.25,2021.5,6.25,2023-06-15,Mid-Year,3.0,2.52,2.34,Medium,6.0,No,2023.0,2.0
793,Emp793,LN793,55,Female,Married,Customer Success,Support Associate,9671,Bachelor's,2006-05-21,Terminated,33.0,Non-Travel,No,0.0,2145.89,28.0,128.0,12428.5,2.0,3.0,2.5,1.5,2022.0,1.0,2023-06-15,Mid-Year,3.0,2.16,1.88,Medium,6.0,No,2023.0,2.0
794,Emp794,LN794,35,Female,Single,Finance,Financial Analyst,17495,PhD,2021-10-21,Leave of Absence,90.0,Travel_Frequently,No,0.0,0.0,0.0,0.0,12432.5,2.8333333333333335,3.1666666666666665,4.0,2.1666666666666665,2022.0,5.666666666666667,,,0.0,0.0,0.0,,0.0,,0.0,0.0
795,Emp795,LN795,32,Female,Divorced,Customer Success,Customer Success Manager,14201,Master's,2017-10-06,Terminated,129.0,Travel_Frequently,No,0.0,0.0,0.0,0.0,12437.0,3.3333333333333335,3.6666666666666665,3.3333333333333335,3.3333333333333335,2021.3333333333333,8.333333333333334,,,0.0,0.0,0.0,,0.0,,0.0,0.0
796,Emp796,LN796,46,Female,Married,It,Network Engineer,17301,Master's,2010-08-02,Active,19.0,Non-Travel,Yes,0.0,2042.44,20.0,114.0,12439.5,3.0,2.0,4.5,4.0,2021.5,1.0,2023-06-15,Mid-Year,2.0,2.43,1.51,Medium,3.0,No,2023.0,2.0
797,Emp797,LN797,27,Female,Single,Marketing,Brand Manager,13971,Bachelor's,2011-02-10,Active,79.0,Non-Travel,Yes,0.0,2174.49,24.0,129.0,12443.0,3.2,2.6,2.2,1.8,2021.6,5.4,2023-06-15,Mid-Year,3.0,1.86,2.35,Low,6.0,Yes,2023.0,2.0
798,Emp798,LN798,22,Nonbinary,Married,Finance,Finance Manager,12256,PhD,2021-05-14,Active,129.0,Travel_Rarely,No,0.0,0.0,0.0,0.0,12447.5,2.25,2.75,2.75,2.25,2022.25,5.75,,,0.0,0.0,0.0,,0.0,,0.0,0.0
799,Emp799,LN799,54,Female,Single,It,Network Engineer,12862,Bachelor's,2005-12-06,Active,24.0,Travel_Frequently,No,0.0,2117.45,25.0,125.0,12450.5,2.0,1.0,2.5,3.0,2022.0,5.5,2023-06-15,Mid-Year,3.0,1.79,3.21,Medium,6.0,No,2023.0,2.0
800,Emp800,LN800,23,Male,Married,Operations,Operations Analyst,9608,High School,2014-07-27,Active,106.0,Travel_Frequently,No,0.0,2153.78,30.0,129.0,12452.0,3.0,4.0,4.0,2.0,2021.0,3.0,2023-06-15,Mid-Year,3.0,2.81,2.17,Medium,6.0,No,2023.0,2.0
801,Emp801,LN801,42,Female,Divorced,R&D,Lab Technician,7297,High School,2006-04-23,Leave of Absence,128.0,Non-Travel,No,0.0,0.0,0.0,0.0,12453.5,2.0,2.5,5.0,3.5,2023.0,6.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0
802,Emp802,LN802,52,Female,Divorced,Human Resources,Recruiter,7596,Associate's,2010-08-04,Active,58.0,Travel_Frequently,Yes,0.0,2083.53,21.0,121.0,12456.5,3.75,3.0,3.5,3.0,2022.75,4.25,2023-06-15,Mid-Year,5.0,4.93,3.48,Low,15.0,No,2023.0,2.0
803,Emp803,LN803,59,Nonbinary,Married,It,Systems Admin,19297,Master's,2005-04-18,Terminated,37.0,Travel_Frequently,No,0.0,2083.79,25.0,117.0,12461.0,2.2,3.8,3.2,3.6,2021.6,7.0,2023-06-15,Mid-Year,4.0,3.63,3.44,Medium,10.0,No,2023.0,2.0
804,Emp804,LN804,57,Male,Single,Human Resources,HR Specialist,3119,High School,2011-12-23,Leave of Absence,3.0,Non-Travel,Yes,0.0,2112.83,26.0,111.0,12465.0,3.3333333333333335,4.0,3.0,2.6666666666666665,2022.6666666666667,3.6666666666666665,2023-06-15,Mid-Year,3.0,2.47,2.21,Medium,6.0,No,2023.0,2.0
805,Emp805,LN805,51,Nonbinary,Single,Marketing,SEO Specialist,13615,PhD,2021-02-04,Leave of Absence,65.0,Non-Travel,No,0.0,2150.82,29.0,121.0,12469.5,2.5,3.5,2.8333333333333335,2.6666666666666665,2022.0,5.0,2023-06-15,Mid-Year,3.0,2.35,3.02,Low,6.0,No,2023.0,2.0
806,Emp806,LN806,46,Male,Married,Finance,Financial Analyst,17597,Associate's,2005-12-24,Active,85.0,Non-Travel,No,0.0,2131.7,32.0,123.0,12473.5,3.5,2.5,4.0,2.5,2023.0,5.5,2023-06-15,Mid-Year,3.0,2.25,2.98,Medium,6.0,No,2023.0,2.0
807,Emp807,LN807,32,Female,Married,Sales,Sales Representative,15427,Bachelor's,2006-02-03,Terminated,80.0,Travel_Frequently,No,0.0,2112.1,23.0,127.0,12476.5,3.75,2.5,2.75,1.5,2022.75,7.0,2023-06-15,Mid-Year,5.0,3.78,3.78,Medium,15.0,No,2023.0,2.0
808,Emp808,LN808,26,Male,Single,Human Resources,Recruiter,9219,Bachelor's,2017-10-12,Leave of Absence,53.0,Travel_Frequently,No,0.0,2123.29,17.0,119.0,12479.0,2.0,4.0,3.0,3.0,2022.0,2.0,2023-06-15,Mid-Year,4.0,2.9,3.24,Medium,10.0,No,2023.0,2.0
809,Emp809,LN809,60,Nonbinary,Married,Sales,Sales Representative,6153,Master's,2005-04-09,Leave of Absence,1.0,Travel_Rarely,No,0.0,2092.44,18.0,121.0,12480.0,1.0,2.0,1.0,3.0,2023.0,5.0,2023-06-15,Mid-Year,3.0,2.38,1.94,High,6.0,No,2023.0,2.0
810,Emp810,LN810,44,Female,Divorced,Sales,Sales Representative,19304,Bachelor's,2008-12-05,Active,138.0,Travel_Rarely,No,0.0,0.0,0.0,0.0,12481.0,2.0,1.0,1.0,3.0,2023.0,3.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0
811,Emp811,LN811,59,Nonbinary,Married,Sales,Sales Executive,16463,Master's,2006-03-07,Leave of Absence,110.0,Travel_Rarely,No,0.0,2105.35,16.0,117.0,12482.0,5.0,4.0,1.0,2.0,2021.0,6.0,2023-06-15,Mid-Year,3.0,1.83,2.2,Medium,6.0,No,2023.0,2.0
812,Emp812,LN812,27,Male,Divorced,Engineering,Software Engineer,15134,Associate's,2011-08-30,Active,113.0,Travel_Frequently,No,0.0,2074.56,28.0,121.0,12483.5,2.5,3.0,3.0,3.0,2022.0,9.5,2023-06-15,Mid-Year,2.0,1.67,1.0,Medium,3.0,Yes,2023.0,2.0
813,Emp813,LN813,50,Female,Single,Customer Success,Customer Success Manager,19729,Bachelor's,2014-09-24,Leave of Absence,100.0,Non-Travel,Yes,0.0,2065.99,26.0,126.0,12485.5,3.5,3.0,3.5,2.5,2022.0,10.5,2023-06-15,Mid-Year,3.0,2.55,2.75,High,6.0,No,2023.0,2.0
814,Emp814,LN814,52,Female,Single,Engineering,DevOps Engineer,3632,Associate's,2007-03-30,Leave of Absence,26.0,Travel_Frequently,No,0.0,0.0,0.0,0.0,12488.5,3.0,3.0,4.25,3.25,2021.75,8.5,,,0.0,0.0,0.0,,0.0,,0.0,0.0
815,Emp815,LN815,20,Nonbinary,Married,It,Systems Admin,15936,PhD,2020-05-09,Leave of Absence,58.0,Non-Travel,No,0.0,2164.9,24.0,124.0,12492.0,3.0,2.6666666666666665,2.3333333333333335,2.6666666666666665,2022.3333333333333,7.666666666666667,2023-06-15,Mid-Year,3.0,2.26,2.1,Medium,6.0,No,2023.0,2.0
816,Emp816,LN816,34,Male,Divorced,Human Resources,Recruiter,19749,Bachelor's,2021-05-08,Leave of Absence,24.0,Travel_Rarely,Yes,0.0,2152.29,22.0,139.0,12495.0,3.0,2.0,5.0,2.0,2022.0,8.0,2023-06-15,Mid-Year,4.0,2.61,4.01,Low,10.0,No,2023.0,2.0
817,Emp817,LN817,60,Male,Divorced,Finance,Accountant,3765,Bachelor's,2019-05-03,Active,95.0,Non-Travel,No,0.0,2130.73,27.0,114.0,12498.5,3.25,3.5,2.75,3.75,2022.25,5.0,2023-06-15,Mid-Year,3.0,2.22,2.8,Low,6.0,No,2023.0,2.0
818,Emp818,LN818,45,Male,Married,It,Network Engineer,10018,Master's,2017-01-13,Leave of Absence,50.0,Travel_Rarely,No,0.0,0.0,0.0,0.0,12504.0,3.2857142857142856,2.142857142857143,2.142857142857143,3.142857142857143,2021.5714285714287,5.285714285714286,,,0.0,0.0,0.0,,0.0,,0.0,0.0
819,Emp819,LN819,26,Male,Divorced,Operations,Operations Analyst,18465,PhD,2011-12-02,Terminated,90.0,Non-Travel,Yes,0.0,2094.09,20.0,124.0,12510.0,2.4,4.2,2.6,2.6,2022.0,8.4,2023-06-15,Mid-Year,3.0,1.94,2.4,Medium,6.0,No,2023.0,2.0
820,Emp820,LN820,52,Male,Single,Marketing,SEO Specialist,11268,Master's,2016-12-02,Active,85.0,Travel_Frequently,No,0.0,2152.42,17.0,131.0,12515.5,4.333333333333333,2.8333333333333335,3.0,3.0,2022.1666666666667,4.166666666666667,2023-06-15,Mid-Year,2.0,1.85,2.45,Low,3.0,No,2023.0,2.0
821,Emp821,LN821,39,Female,Divorced,Finance,Finance Manager,12338,High School,2009-06-18,Active,6.0,Non-Travel,No,0.0,0.0,0.0,0.0,12520.5,3.25,4.75,3.5,3.75,2022.0,4.25,,,0.0,0.0,0.0,,0.0,,0.0,0.0
822,Emp822,LN822,43,Male,Divorced,Sales,Account Manager,9985,Master's,2017-10-09,Terminated,124.0,Non-Travel,No,0.0,0.0,0.0,0.0,12523.0,4.0,5.0,3.0,2.0,2021.0,2.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0
823,Emp823,LN823,46,Male,Divorced,R&D,Research Scientist,3557,Bachelor's,2013-08-31,Leave of Absence,8.0,Non-Travel,Yes,0.0,2133.99,23.0,132.0,12524.0,2.0,3.0,1.0,2.0,2023.0,1.0,2023-06-15,Mid-Year,4.0,2.38,3.91,Low,10.0,No,2023.0,2.0
824,Emp824,LN824,56,Female,Married,Marketing,SEO Specialist,13625,High School,2019-01-05,Terminated,137.0,Travel_Frequently,Yes,0.0,2136.75,21.0,120.0,12525.5,1.5,4.0,4.5,3.0,2022.0,10.0,2023-06-15,Mid-Year,3.0,1.71,2.72,Medium,6.0,No,2023.0,2.0
825,Emp825,LN825,20,Male,Single,Operations,Logistics Coordinator,10399,Associate's,2012-10-06,Terminated,131.0,Travel_Rarely,No,0.0,2109.96,22.0,133.0,12527.5,2.0,2.0,4.0,1.5,2022.0,8.0,2023-06-15,Mid-Year,3.0,1.72,2.94,Medium,6.0,No,2023.0,2.0
826,Emp826,LN826,42,Female,Divorced,Marketing,Marketing Analyst,7167,Associate's,2018-04-12,Terminated,71.0,Travel_Rarely,Yes,0.0,2098.44,21.0,125.0,12530.5,2.75,2.75,3.5,4.25,2021.75,5.75,2023-06-15,Mid-Year,3.0,2.78,2.71,Medium,6.0,No,2023.0,2.0
827,Emp827,LN827,53,Female,Married,Customer Success,Customer Success Manager,5409,High School,2022-08-20,Terminated,55.0,Travel_Frequently,No,0.0,2091.61,22.0,116.0,12534.0,3.0,4.0,2.6666666666666665,2.0,2022.6666666666667,3.3333333333333335,2023-06-15,Mid-Year,3.0,2.36,1.51,Medium,6.0,No,2023.0,2.0
828,Emp828,LN828,41,Nonbinary,Single,It,Systems Admin,4752,PhD,2021-09-02,Leave of Absence,124.0,Travel_Frequently,Yes,0.0,2114.16,27.0,112.0,12538.0,2.6,3.0,3.0,2.6,2022.6,7.2,2023-06-15,Mid-Year,2.0,1.38,2.13,Low,3.0,No,2023.0,2.0
829,Emp829,LN829,41,Nonbinary,Single,Operations,Operations Analyst,11862,Master's,2021-02-16,Leave of Absence,7.0,Non-Travel,Yes,0.0,2097.35,28.0,116.0,12542.5,3.5,2.5,3.5,3.75,2021.25,3.25,2023-06-15,Mid-Year,3.0,1.92,2.73,Medium,6.0,No,2023.0,2.0
830,Emp830,LN830,24,Nonbinary,Divorced,It,Systems Admin,10769,Bachelor's,2018-04-13,Terminated,89.0,Travel_Frequently,No,0.0,2107.83,22.0,120.0,12545.0,3.0,2.0,1.0,1.0,2023.0,1.0,2023-06-15,Mid-Year,4.0,2.71,3.49,Low,10.0,No,2023.0,2.0
831,Emp831,LN831,46,Female,Married,Marketing,Marketing Analyst,14240,High School,2018-12-03,Leave of Absence,86.0,Travel_Rarely,No,0.0,0.0,0.0,0.0,12547.0,4.666666666666667,2.6666666666666665,3.0,2.6666666666666665,2023.0,5.666666666666667,,,0.0,0.0,0.0,,0.0,,0.0,0.0
832,Emp832,LN832,38,Nonbinary,Single,Marketing,SEO Specialist,15346,Master's,2013-07-08,Active,11.0,Travel_Frequently,No,0.0,2093.83,25.0,121.0,12549.5,2.0,4.0,2.0,3.0,2021.0,8.0,2023-06-15,Mid-Year,3.0,1.95,2.24,Medium,6.0,No,2023.0,2.0
833,Emp833,LN833,49,Female,Married,Finance,Accountant,6363,Bachelor's,2009-06-14,Leave of Absence,147.0,Non-Travel,Yes,0.0,2077.27,21.0,123.0,12551.0,4.0,4.0,1.0,4.0,2023.0,6.0,2023-06-15,Mid-Year,4.0,3.36,2.68,Low,10.0,No,2023.0,2.0
834,Emp834,LN834,39,Male,Married,Finance,Financial Analyst,16727,Master's,2011-07-04,Terminated,85.0,Travel_Frequently,No,0.0,2125.83,27.0,135.0,12552.0,4.0,3.0,5.0,3.0,2021.0,9.0,2023-06-15,Mid-Year,3.0,2.01,2.31,High,6.0,No,2023.0,2.0
835,Emp835,LN835,35,Nonbinary,Single,Engineering,Data Engineer,3855,Associate's,2019-08-21,Active,129.0,Non-Travel,Yes,0.0,0.0,0.0,0.0,12553.0,1.0,2.0,1.0,5.0,2022.0,6.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0
836,Emp836,LN836,32,Nonbinary,Divorced,Marketing,Marketing Analyst,12423,High School,2005-01-07,Terminated,86.0,Travel_Frequently,No,0.0,2146.56,14.0,132.0,12554.0,4.0,2.0,2.0,5.0,2022.0,4.0,2023-06-15,Mid-Year,4.0,3.45,2.95,Medium,10.0,No,2023.0,2.0
837,Emp837,LN837,51,Female,Married,Engineering,Software Engineer,5239,High School,2006-04-18,Active,89.0,Non-Travel,No,0.0,2109.67,19.0,131.0,12557.0,2.6,3.4,3.2,2.6,2022.4,6.2,2023-06-15,Mid-Year,3.0,2.89,2.5,Medium,6.0,No,2023.0,2.0
838,Emp838,LN838,24,Nonbinary,Single,It,IT Support,5715,PhD,2009-06-20,Leave of Absence,104.0,Non-Travel,Yes,0.0,2143.94,32.0,121.0,12560.0,1.0,2.0,5.0,1.0,2022.0,12.0,2023-06-15,Mid-Year,3.0,2.1,2.0,Medium,6.0,No,2023.0,2.0
839,Emp839,LN839,47,Female,Single,Human Resources,HR Specialist,17609,High School,2005-09-27,Leave of Absence,73.0,Non-Travel,No,0.0,0.0,0.0,0.0,12561.0,3.0,3.0,3.0,4.0,2021.0,1.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0
840,Emp840,LN840,23,Male,Married,It,Network Engineer,17934,High School,2011-10-21,Leave of Absence,32.0,Travel_Rarely,No,0.0,2148.82,22.0,125.0,12565.0,2.857142857142857,3.2857142857142856,3.5714285714285716,2.5714285714285716,2022.0,6.0,2023-06-15,Mid-Year,3.0,2.26,2.76,Medium,6.0,Yes,2023.0,2.0
841,Emp841,LN841,46,Nonbinary,Single,Sales,Sales Executive,17776,High School,2017-03-04,Active,18.0,Travel_Frequently,Yes,0.0,0.0,0.0,0.0,12569.5,4.5,4.0,2.0,2.0,2022.0,5.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0
842,Emp842,LN842,31,Nonbinary,Divorced,Sales,Sales Representative,4716,Associate's,2012-04-23,Active,40.0,Non-Travel,No,0.0,2098.54,27.0,127.0,12572.0,3.3333333333333335,2.0,3.6666666666666665,1.6666666666666667,2022.0,8.333333333333334,2023-06-15,Mid-Year,3.0,2.48,1.91,Medium,6.0,No,2023.0,2.0
843,Emp843,LN843,27,Female,Divorced,Human Resources,HR Specialist,10385,High School,2018-06-17,Active,58.0,Non-Travel,Yes,0.0,2117.61,26.0,119.0,12574.5,1.5,4.5,3.0,4.0,2022.0,11.0,2023-06-15,Mid-Year,3.0,2.42,1.89,Medium,6.0,No,2023.0,2.0
844,Emp844,LN844,37,Nonbinary,Married,Customer Success,Support Associate,11746,High School,2022-08-22,Active,99.0,Travel_Frequently,Yes,0.0,2139.04,23.0,131.0,12576.0,1.0,4.0,4.0,2.0,2021.0,5.0,2023-06-15,Mid-Year,3.0,3.23,2.57,Medium,6.0,No,2023.0,2.0
845,Emp845,LN845,50,Male,Married,Operations,Operations Analyst,14507,Bachelor's,2018-08-09,Terminated,40.0,Travel_Frequently,Yes,0.0,2133.44,18.0,120.0,12578.0,2.0,3.6666666666666665,3.6666666666666665,1.6666666666666667,2022.3333333333333,9.666666666666666,2023-06-15,Mid-Year,4.0,3.02,2.79,Medium,10.0,No,2023.0,2.0
846,Emp846,LN846,28,Male,Married,Engineering,DevOps Engineer,7138,PhD,2011-06-05,Active,130.0,Travel_Frequently,No,0.0,2090.4,18.0,109.0,12580.0,5.0,1.0,4.0,5.0,2022.0,6.0,2023-06-15,Mid-Year,3.0,2.63,2.69,Medium,6.0,No,2023.0,2.0
847,Emp847,LN847,47,Male,Single,Marketing,Brand Manager,9694,PhD,2006-10-07,Leave of Absence,71.0,Non-Travel,No,0.0,2184.53,25.0,129.0,12582.0,2.6666666666666665,2.6666666666666665,3.3333333333333335,3.3333333333333335,2021.6666666666667,7.333333333333333,2023-06-15,Mid-Year,2.0,1.72,1.89,Medium,3.0,No,2023.0,2.0
848,Emp848,LN848,32,Female,Single,Finance,Accountant,9225,Master's,2010-05-22,Terminated,98.0,Non-Travel,No,0.0,2108.09,32.0,124.0,12585.0,1.3333333333333333,3.3333333333333335,3.3333333333333335,3.6666666666666665,2022.6666666666667,7.0,2023-06-15,Mid-Year,1.0,1.52,1.0,Medium,0.0,No,2023.0,2.0
849,Emp849,LN849,45,Male,Divorced,R&D,Research Scientist,9880,Bachelor's,2013-01-21,Terminated,88.0,Travel_Frequently,No,0.0,0.0,0.0,0.0,12587.0,3.0,5.0,4.0,2.0,2022.0,1.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0
850,Emp850,LN850,47,Nonbinary,Divorced,R&D,Research Scientist,9581,High School,2017-02-21,Active,147.0,Travel_Rarely,Yes,0.0,2129.21,20.0,115.0,12588.5,2.5,3.5,4.0,3.5,2023.0,10.0,2023-06-15,Mid-Year,4.0,3.2,3.12,Low,10.0,Yes,2023.0,2.0
851,Emp851,LN851,29,Nonbinary,Divorced,Sales,Account Manager,19442,Bachelor's,2008-10-25,Terminated,33.0,Travel_Frequently,No,0.0,2111.55,29.0,115.0,12591.5,1.75,2.75,4.5,4.25,2021.75,5.25,2023-06-15,Mid-Year,3.0,2.01,1.98,Low,6.0,No,2023.0,2.0
852,Emp852,LN852,53,Nonbinary,Single,Engineering,DevOps Engineer,4535,PhD,2022-09-29,Active,83.0,Non-Travel,No,0.0,2074.69,22.0,125.0,12596.0,3.2,3.6,2.8,2.8,2022.6,7.0,2023-06-15,Mid-Year,2.0,1.08,1.96,Low,3.0,No,2023.0,2.0
853,Emp853,LN853,56,Female,Married,R&D,Research Scientist,11403,Associate's,2016-09-15,Terminated,128.0,Non-Travel,Yes,0.0,0.0,0.0,0.0,12600.5,3.25,3.25,2.75,3.5,2021.25,6.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0
854,Emp854,LN854,30,Nonbinary,Single,Customer Success,Support Associate,16018,Master's,2014-03-27,Active,99.0,Travel_Frequently,No,0.0,2076.03,20.0,122.0,12604.5,2.75,2.5,1.5,3.75,2022.25,6.0,2023-06-15,Mid-Year,4.0,3.2,2.62,Medium,10.0,No,2023.0,2.0
855,Emp855,LN855,46,Male,Married,Human Resources,Recruiter,17985,Associate's,2014-11-28,Leave of Absence,138.0,Travel_Rarely,No,0.0,2090.94,24.0,122.0,12608.5,3.5,2.75,3.25,2.5,2022.75,7.5,2023-06-15,Mid-Year,3.0,2.27,2.07,High,6.0,No,2023.0,2.0
856,Emp856,LN856,38,Female,Married,Engineering,DevOps Engineer,15201,Master's,2015-07-19,Leave of Absence,54.0,Non-Travel,Yes,0.0,2077.91,24.0,136.0,12611.5,1.5,3.5,4.0,3.5,2022.5,10.5,2023-06-15,Mid-Year,3.0,2.58,2.63,Low,6.0,No,2023.0,2.0
857,Emp857,LN857,35,Nonbinary,Single,Operations,Logistics Coordinator,3560,Bachelor's,2018-11-04,Terminated,63.0,Non-Travel,Yes,0.0,2122.63,29.0,123.0,12614.0,2.3333333333333335,1.6666666666666667,3.3333333333333335,2.6666666666666665,2021.6666666666667,6.0,2023-06-15,Mid-Year,3.0,2.53,2.45,Low,6.0,Yes,2023.0,2.0
858,Emp858,LN858,50,Nonbinary,Single,Finance,Finance Manager,11684,Associate's,2010-03-20,Terminated,135.0,Travel_Frequently,Yes,0.0,0.0,0.0,0.0,12618.5,2.3333333333333335,3.0,2.8333333333333335,2.8333333333333335,2022.3333333333333,5.166666666666667,,,0.0,0.0,0.0,,0.0,,0.0,0.0
859,Emp859,LN859,50,Female,Married,Customer Success,Support Associate,15086,High School,2016-07-16,Terminated,130.0,Non-Travel,No,0.0,2142.56,24.0,135.0,12623.0,2.0,2.3333333333333335,2.6666666666666665,2.6666666666666665,2022.3333333333333,2.3333333333333335,2023-06-15,Mid-Year,4.0,3.9,3.72,High,10.0,No,2023.0,2.0
